Size,BF,BNB,NN,RNN,ANN,GA
10,NAN,NAN,0.00024300000222865492,0.008529000006092247,0.0019780000002356246,14.621344999999565
10,NAN,NAN,0.00023499999952036887,0.008025999995879829,0.0036199999958625995,14.551183999996283
10,NAN,NAN,0.0002390000008745119,0.008142999999108724,0.0019619999948190525,14.622192999995605
10,NAN,NAN,0.00023800000053597614,0.008369999995920807,0.005436999999801628,14.663619999999355
10,NAN,NAN,0.00024300000222865492,0.008160000004863832,0.0020509999958449043,14.690090999996755
10,NAN,NAN,0.00024400000256719068,0.00848000000405591,0.002038999999058433,14.711680000000342
10,NAN,NAN,0.00024199999461416155,0.00831800000014482,0.004683999999542721,14.625568999996176
10,NAN,NAN,0.00023700000019744039,0.008369999995920807,0.0020000000004074536,14.668716000000131
10,NAN,NAN,0.00024399999529123306,0.008367000002181157,0.0019709999978658743,14.661514999999781
10,NAN,NAN,0.00023800000053597614,0.008115000004181638,0.004585000002407469,14.503560999997717
10,NAN,NAN,0.0002499999973224476,0.008265000004030298,0.003709000004164409,14.568406999998842
10,NAN,NAN,0.00024000000121304765,0.008462999998300802,0.0019830000019283034,14.703575999999885
10,NAN,NAN,0.00023999999393709004,0.00822399999742629,0.005611000000499189,14.719242999999551
10,NAN,NAN,0.00023700000019744039,0.008153000002494082,0.0019830000019283034,14.695150999999896
10,NAN,NAN,0.00023700000019744039,0.00810500000079628,0.001958000000740867,14.702109999998356
10,NAN,NAN,0.00024199999461416155,0.008268999998108484,0.004614000004949048,14.588301000003412
10,NAN,NAN,0.0002410000015515834,0.00809799999842653,0.001958000000740867,14.472115999997186
10,NAN,NAN,0.0002390000008745119,0.008353000004717615,0.001949999998032581,14.506217000001925
10,NAN,NAN,0.00024200000189011917,0.008487999999488238,0.004625000001396984,14.487403000006452
10,NAN,NAN,0.00024000000121304765,0.008128000001306646,0.0036269999982323498,14.629203999997117
10,NAN,NAN,0.00023899999359855428,0.008172000001650304,0.0019659999961731955,14.644130000000587
10,NAN,NAN,0.00023800000053597614,0.008196000002499204,0.0054359999994630925,14.682632999996713
10,NAN,NAN,0.00025099999766098335,0.008447000000160187,0.0019790000005741604,14.653378999995766
10,NAN,NAN,0.00023599999985890463,0.008176000003004447,0.0019510000056470744,14.613411999998789
10,NAN,NAN,0.00024000000121304765,0.008261000002676155,0.004613000004610512,14.633125000000291
10,NAN,NAN,0.00023800000053597614,0.00830399999540532,0.001941999995324295,14.750265999995463
10,NAN,NAN,0.00024300000222865492,0.0083329999979469,0.001959000001079403,14.523075999997673
10,NAN,NAN,0.00024200000189011917,0.008109000002150424,0.004594000005454291,14.602923999998893
10,NAN,NAN,0.00024500000290572643,0.008666000001539942,0.0037690000026486814,14.599215000002005
10,NAN,NAN,0.00023499999952036887,0.00797700000111945,0.0019380000012461096,14.527231000000029
10,NAN,NAN,0.0002410000015515834,0.008517000002029818,0.005482000000483822,14.384678000002168
10,NAN,NAN,0.0002499999973224476,0.008660999999847263,0.002016999998886604,14.458985000004759
10,NAN,NAN,0.00024900000425986946,0.008470000000670552,0.002006000002438668,14.599345000002359
10,NAN,NAN,0.00023799999326001853,0.00824099999590544,0.004650999995646998,14.64724600000045
10,NAN,NAN,0.0002390000008745119,0.008363000000827014,0.0019830000019283034,14.546298000001116
10,NAN,NAN,0.00023700000019744039,0.008224000004702248,0.0019460000039543957,14.631729000000632
10,NAN,NAN,0.00024400000256719068,0.008353999997780193,0.0046319999964907765,14.328585000002931
10,NAN,NAN,0.0002410000015515834,0.00826700000470737,0.003710999997565523,14.496900999998616
10,NAN,NAN,0.0002390000008745119,0.008117999997921288,0.0019430000029387884,14.567501000004995
10,NAN,NAN,0.00023800000053597614,0.008286000003863592,0.005448000003525522,14.674022999999579
10,NAN,NAN,0.00024200000189011917,0.008309999997436535,0.0019570000004023314,14.62942099999782
10,NAN,NAN,0.00024000000121304765,0.008516000001691282,0.0019780000002356246,14.663841000001412
10,NAN,NAN,0.00024000000121304765,0.008406000000832137,0.004637999998521991,14.585422999996808
10,NAN,NAN,0.0002390000008745119,0.008169999993697274,0.0019749999992200173,14.426626000000397
10,NAN,NAN,0.00024300000222865492,0.008372000003873836,0.00197199999820441,14.582132999996247
10,NAN,NAN,0.00023700000019744039,0.008453000002191402,0.004630999996152241,14.561407000001054
10,NAN,NAN,0.00024300000222865492,0.008297000000311527,0.003740000000107102,14.613701000002038
10,NAN,NAN,0.00024200000189011917,0.008264000003691763,0.0019390000015846454,14.604297000005317
10,NAN,NAN,0.0002410000015515834,0.008208999999624211,0.0054899999959161505,14.637143999992986
10,NAN,NAN,0.00023599999985890463,0.008120000005874317,0.0020010000007459894,14.561959000006027
