Size,BF,BNB,NN,RNN,ANN,GA
44,NAN,NAN,582.7891250467857,560.1675681218426,547.902652002994,639.9594751457297
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
44,NAN,NAN,774.2375468944332,639.8014757967891,591.2967937731876,728.994559714114
