Size,BF,BNB,NN,RNN,ANN,GA
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
30,NAN,NAN,576.7760657366481,534.8995189094412,496.55798338867197,587.248302026089
30,NAN,NAN,607.9753259777972,532.0973801557805,539.8213338646901,650.403928225577
