Size,BF,BNB,NN,RNN,ANN,GA
41,NAN,NAN,591.0355432693746,544.2072968924946,548.3805614265042,710.6495446370038
41,NAN,NAN,641.1089503101908,560.1237780556266,541.8097237806695,725.4886661982587
41,NAN,NAN,668.824474316431,618.7209243558109,562.4381589225989,650.362550650283
41,NAN,NAN,562.8023438302034,554.810745474058,527.6714705737395,629.7780256464631
41,NAN,NAN,641.0533458140574,614.0123681184007,574.9032346882534,641.0263667107652
41,NAN,NAN,638.617303227582,593.7441606831131,549.3405835032663,712.4217805580033
41,NAN,NAN,591.0355432693746,544.2072968924946,548.3805614265042,710.6495446370038
41,NAN,NAN,549.2682182648732,546.6699920634942,542.807516124406,641.3546257249068
41,NAN,NAN,632.6558129256788,554.3640074454329,528.8020388483791,740.8167003084441
41,NAN,NAN,635.4228852060658,615.5076965736099,561.2236233297816,760.0763731354251
41,NAN,NAN,610.06598101461,547.5373795712129,528.9320359122461,672.7703183221516
41,NAN,NAN,740.4207776745229,613.0179948267688,617.7099760198597,790.4195118179599
41,NAN,NAN,719.2740238785939,625.1354929031164,585.8397168129684,619.5521524640395
41,NAN,NAN,514.517638667798,514.5176386677979,468.9835815294471,602.4604533210703
41,NAN,NAN,641.1089503101908,560.1237780556266,541.8097237806695,725.4886661982587
41,NAN,NAN,668.824474316431,618.7209243558109,562.4381589225989,650.362550650283
41,NAN,NAN,562.8023438302034,554.810745474058,527.6714705737395,629.7780256464631
41,NAN,NAN,641.0533458140574,614.0123681184007,574.9032346882534,641.0263667107652
41,NAN,NAN,638.617303227582,593.7441606831131,549.3405835032663,712.4217805580033
41,NAN,NAN,591.0355432693746,544.2072968924946,548.3805614265042,710.6495446370038
41,NAN,NAN,549.2682182648732,546.6699920634942,542.807516124406,641.3546257249068
41,NAN,NAN,632.6558129256788,554.3640074454329,528.8020388483791,740.8167003084441
41,NAN,NAN,635.4228852060658,615.5076965736099,561.2236233297816,760.0763731354251
41,NAN,NAN,610.06598101461,547.5373795712129,528.9320359122461,672.7703183221516
41,NAN,NAN,740.4207776745229,613.0179948267688,617.7099760198597,790.4195118179599
41,NAN,NAN,719.2740238785939,625.1354929031164,585.8397168129684,619.5521524640395
41,NAN,NAN,514.517638667798,514.5176386677979,468.9835815294471,602.4604533210703
41,NAN,NAN,641.1089503101908,560.1237780556266,541.8097237806695,725.4886661982587
41,NAN,NAN,668.824474316431,618.7209243558109,562.4381589225989,650.362550650283
41,NAN,NAN,562.8023438302034,554.810745474058,527.6714705737395,629.7780256464631
41,NAN,NAN,641.0533458140574,614.0123681184007,574.9032346882534,641.0263667107652
41,NAN,NAN,638.617303227582,593.7441606831131,549.3405835032663,712.4217805580033
41,NAN,NAN,591.0355432693746,544.2072968924946,548.3805614265042,710.6495446370038
41,NAN,NAN,549.2682182648732,546.6699920634942,542.807516124406,641.3546257249068
41,NAN,NAN,632.6558129256788,554.3640074454329,528.8020388483791,740.8167003084441
41,NAN,NAN,635.4228852060658,615.5076965736099,561.2236233297816,760.0763731354251
41,NAN,NAN,610.06598101461,547.5373795712129,528.9320359122461,672.7703183221516
41,NAN,NAN,740.4207776745229,613.0179948267688,617.7099760198597,790.4195118179599
41,NAN,NAN,719.2740238785939,625.1354929031164,585.8397168129684,619.5521524640395
41,NAN,NAN,514.517638667798,514.5176386677979,468.9835815294471,602.4604533210703
41,NAN,NAN,641.1089503101908,560.1237780556266,541.8097237806695,725.4886661982587
41,NAN,NAN,668.824474316431,618.7209243558109,562.4381589225989,650.362550650283
41,NAN,NAN,562.8023438302034,554.810745474058,527.6714705737395,629.7780256464631
41,NAN,NAN,641.0533458140574,614.0123681184007,574.9032346882534,641.0263667107652
41,NAN,NAN,638.617303227582,593.7441606831131,549.3405835032663,712.4217805580033
41,NAN,NAN,591.0355432693746,544.2072968924946,548.3805614265042,710.6495446370038
41,NAN,NAN,549.2682182648732,546.6699920634942,542.807516124406,641.3546257249068
41,NAN,NAN,632.6558129256788,554.3640074454329,528.8020388483791,740.8167003084441
41,NAN,NAN,635.4228852060658,615.5076965736099,561.2236233297816,760.0763731354251
41,NAN,NAN,610.06598101461,547.5373795712129,528.9320359122461,672.7703183221516
